,bias,message,label,text,Name,Last Name,Party,Party_Bias,Party_Message
3504,neutral,personal,From: Vicky Hartzler (Representative from Missouri),Macon Electric Coop: 1800.553.6901,Vicky Hartzler,Hartzler,R,R-neutral,R-personal
3519,neutral,other,From: Tim Huelskamp (Representative from Kansas),Kids doing what adults donÛªt have sense to do: Dumping their awful # NutritionNannies Lunches.  #ThanksMicheleObama. http://goo.gl/OuUM0Y,Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3520,neutral,other,From: Tim Huelskamp (Representative from Kansas),Looks like even the NYT admits that #ObamaScare is a fraud. Day late $Billions short.http://goo.gl/2mL102,Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3521,neutral,information,From: Tim Huelskamp (Representative from Kansas),.@DeptVetAffairs employes cut and pasted notes on 1241 patient records. How can this person still be employed? #ReformNow,Tim Huelskamp,Huelskamp,R,R-neutral,R-information
3522,neutral,other,From: Tim Huelskamp (Representative from Kansas),.@DeptVetAffairs allowed #Veterans to die and then marked their care as #NoLongerNecessary to make them appear discharged. #DeadHeroes,Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3523,neutral,other,From: Tim Huelskamp (Representative from Kansas),Court rules to impose the radical anti-conscience HHS Mandate against @EWTN #Tyranny http://goo.gl/ur9HKr,Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3524,neutral,policy,From: Tim Huelskamp (Representative from Kansas),The #ObummerEconomy #FastFoodRecovery is the worst since the Great Depression.http://goo.gl/VYhHl2,Tim Huelskamp,Huelskamp,R,R-neutral,R-policy
3525,neutral,other,From: Tim Huelskamp (Representative from Kansas),3/4th of ObamaCare Signups face higher premiums.  #ObamaScare http://goo.gl/DSdjQc,Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3526,neutral,other,From: Tim Huelskamp (Representative from Kansas),King Obama's #entitlement #kingdom comes with some expensive strings attached http://goo.gl/VGYU6l,Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3527,neutral,personal,From: Tim Huelskamp (Representative from Kansas),Congressman Huelskamp LIVE on CNN,Tim Huelskamp,Huelskamp,R,R-neutral,R-personal
3528,neutral,other,From: Tim Huelskamp (Representative from Kansas),General Seitz epitomized what it means when we refer to his generation as the ÛÏGreatest GenerationÛ,Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3529,partisan,policy,From: Tim Huelskamp (Representative from Kansas),$40 million of U.S. taxpayer money went to producing TV commercials instead of helping Sandy victims.,Tim Huelskamp,Huelskamp,R,R-partisan,R-policy
3530,neutral,other,From: Tim Huelskamp (Representative from Kansas),"At the Veterans Affairs Committee markup this morning, we passed a five year moratorium on performance bonuses for senior executives at the Dept. of Veterans Affairs",Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3531,neutral,other,From: Tim Huelskamp (Representative from Kansas),"Looking forward to watching the Fiesta Bowl! Wish I could be there to cheer on the Wildcats, but we voted today and have more votes tomorrow here in DC. Proud to represent K-State and the entire Manhattan community in 113th Congress, which started today!",Tim Huelskamp,Huelskamp,R,R-neutral,R-other
3532,neutral,mobilization,From: Bill Huizenga (Representative from Michigan),"If you are out and about trying to find a few #BlackFriday deals, don't forget that tomorrow is Small Business Saturday! Not only do small businesses play an important role in our economy, they are also a vital part of our communities!!! So remember to #ShopSmall and support West Michigan small businesses on #SmallBizSaturday!!",Bill Huizenga,Huizenga,R,R-neutral,R-mobilization
3533,neutral,support,From: Bill Huizenga (Representative from Michigan),"Great to see our 41st President, George H.W. Bush, is still living life to the fullest on his 90th birthday. #HappyBirthday41",Bill Huizenga,Huizenga,R,R-neutral,R-support
3534,neutral,policy,From: Bill Huizenga (Representative from Michigan),"Today I introduced legislation to enhance wildlife preservation, improve government efficiency, and protect taxpayer dollars.  Did you know know that litigation involving the the Endangered Species Act (ESA) cost taxpayers four times more than other government litigation cases?  This bill works to ensure that ESA resources are available for species protection and recovery instead of filling the pockets of lawyers.  Read more by clicking on the link below.",Bill Huizenga,Huizenga,R,R-neutral,R-policy
3535,neutral,media,From: Bill Huizenga (Representative from Michigan),Heading to the House floor momentarily to gavel the House into session. You can watch floor proceedings get underway at noon today on CSPAN.,Bill Huizenga,Huizenga,R,R-neutral,R-media
3536,neutral,information,From: Bill Huizenga (Representative from Michigan),"Great to see manufacturers continue to invest and create jobs in West Michigan!  Here are five examples just in Holland, Michigan!  http://business-news.thestreet.com/hollandsentinel/story/5-holland-manufacturing-businesses-plan-invest-millions/1",Bill Huizenga,Huizenga,R,R-neutral,R-information
3537,neutral,policy,From: Bill Huizenga (Representative from Michigan),"Today's jobs report is no cause for celebration. The reason behind the drop in the unemployment rate is because Americans are leaving the workforce.  In fact, the labor force participation rate is at its lowest level in 35 years! We need to focus on creating an environment where innovation, small business, and entrepreneurship can thrive.    That means removing roadblocks to job creation like ObamaCare and Dodd-Frank and  making America more energy independent.  At the current rate unemployment would actually be increasing if we take into account the number of people ""left behind"" by the government's calculation.   Read more from The Associated Press:  The drop in the unemployment rate in August to a 4å_-year low was hardly cause for celebration. The rate fell because more people stopped looking for work.  More than 300,000 people stopped working or looking for a job. Their exodus shrank the so-called labor force participation rate ÛÓ the percentage of adult Americans with a job or seeking one ÛÓ to 63.2 percent. It's the lowest participation rate since August 1978.  Once people without a job stop looking for one, the government no longer counts them as unemployed. That's why the unemployment rate dropped to 7.3 percent in August from 7.4 percent in July even though 115,000 fewer people said they had jobs.  If those who left the labor force last month had still been looking for work, the unemployment rate would have risen to 7.5 percent in August.  http://bigstory.ap.org/article/why-fewer-working-age-americans-are-working",Bill Huizenga,Huizenga,R,R-neutral,R-policy
3538,neutral,personal,From: Bill Huizenga (Representative from Michigan),Today marks the 69th Anniversary of D-Day.  Let's take a moment to reflect upon the bravery and courage our young men displayed that day and the sacrifices that were made as the Allied Forces stormed Normandy.   http://www.history.com/this-day-in-history,Bill Huizenga,Huizenga,R,R-neutral,R-personal
3539,neutral,media,From: Bill Huizenga (Representative from Michigan),A closer look at the cause of the 2008 Financial Crisis courtesy of House Committee on Financial Services,Bill Huizenga,Huizenga,R,R-neutral,R-media
3540,neutral,personal,From: Bill Huizenga (Representative from Michigan),Great story from WZZM 13 Grand Rapids on Havemen Hardware a third generation family-owned small business in Fremont being nationally recognized as one of the best hardware stores in the nation!   http://host-54.242.54.159.gannett.com/news/article/246664/14/Family-hardware-store-in-Fremont-wins-national-award,Bill Huizenga,Huizenga,R,R-neutral,R-personal
3541,partisan,support,From: Randy Hultgren (Representative from Illinois),"Supported by Illinois' Republican delegation, this bill lays the groundwork for the new Congress to use its full, unified weight to hold the administration accountable and pursue our priorities in areas like tax reform, energy, and government transparency. It addresses the President's executive overreach by only funding the Department of Homeland Security, which oversees immigration enforcement, through February when the new Congress can work together to stop the President's executive actions.   Read on for more about the legislation that passed the House tonight.",Randy Hultgren,Hultgren,R,R-partisan,R-support
3542,neutral,personal,From: Randy Hultgren (Representative from Illinois),Great event coming up at the Batavia Public Library: learn about how the Monuments Men saved priceless pieces of art during WWII. The House-passed Monuments Men Recognition Act of 2014 (now a law) honors these distinguished men and women with the Congressional Gold Medal for their efforts.,Randy Hultgren,Hultgren,R,R-neutral,R-personal
3543,neutral,information,From: Randy Hultgren (Representative from Illinois),"I am honored to be in Normandy for the 70th Anniversary of the D-Day invasion. 553 Illinois soldiers are buried in the Normandy American Cemetery we visited today, and we owe them our eternal gratitude for their service to our state and country. As President Reagan said: ""Strengthened by their courage, heartened by their valor, and borne by their memory, let us continue to stand for the ideals for which they lived and died.""",Randy Hultgren,Hultgren,R,R-neutral,R-information
